id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
17327378,2018/10/08 9:46 AM HST,2018-10-08,2018-10-08 14:46:00 -0500,Hawaii,837644,jt2018,2018-10-08 15:08:50 -0500,2018-12-06 14:32:52 -0600,research,,https://www.inaturalist.org/observations/17327378,https://static.inaturalist.org/photos/26300220/medium.jpeg?1539026872,,"",,2,0,false,,"Alum Rock, San Jose, CA, USA",37.3939557495,-121.8151584549,31,31,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17342856,2018/10/07 12:18 PM PDT,2018-10-07,2018-10-07 14:18:00 -0500,Pacific Time (US & Canada),34038,merav,2018-10-09 00:28:43 -0500,2018-10-09 00:43:35 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17342856,https://inaturalist-open-data.s3.amazonaws.com/photos/26329785/medium.jpeg?1539062649,,"",,1,0,false,,"Coyote, CA, USA",37.1712583333,-121.6590361111,8,8,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17353391,Tue Oct 09 2018 10:21:38 GMT-0700 (PDT),2018-10-09,2018-10-09 12:21:38 -0500,Pacific Time (US & Canada),1266159,mattattack,2018-10-09 12:29:48 -0500,2020-08-14 11:00:31 -0500,research,,https://www.inaturalist.org/observations/17353391,https://static.inaturalist.org/photos/26350352/medium.jpg?1539106233,,"",,2,0,false,3,"14001–14199 W Oak Glen Rd, Valley Center, CA, US",33.281505447,-117.0270828948,65,65,,,false,,,spotted spurge,Euphorbia maculata,Spotted spurge,Plantae,58893
17396310,2018/10/10 10:41 AM PDT,2018-10-10,2018-10-10 12:41:00 -0500,Pacific Time (US & Canada),209572,truthseqr,2018-10-10 21:28:15 -0500,2018-10-11 07:38:23 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17396310,https://inaturalist-open-data.s3.amazonaws.com/photos/26428608/medium.jpeg?1539223714,,"tree, oak","This Valley Oak was growing within about 100 feet of the Blue Oak in the following observation:

Both are in a grove of trees composed mostly of Q. lobata and Q. douglasii.",1,0,false,,"Santa Teresa County Park, CA, US",37.213688,-121.784802,16,16,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17396312,2018/10/10 10:47 AM PDT,2018-10-10,2018-10-10 12:47:00 -0500,Pacific Time (US & Canada),209572,truthseqr,2018-10-10 21:28:17 -0500,2018-10-11 01:18:02 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17396312,https://inaturalist-open-data.s3.amazonaws.com/photos/26428671/medium.jpeg?1539223789,,"tree, oak","This Blue Oak was growing within about 100 feet of the Valley Oak in the following observation:

Both are in a grove of trees composed mostly of Q. lobata and Q. douglasii.


",1,0,false,,"Santa Teresa County Park, CA, US",37.213076,-121.78376,16,16,,,false,,,blue oak,Quercus douglasii,blue oak,Plantae,49009
17408269,Thu Oct 11 2018 09:09:25 GMT-0700 (PDT),2018-10-11,2018-10-11 11:09:25 -0500,Pacific Time (US & Canada),1191217,jtejeda,2018-10-11 11:10:47 -0500,2021-01-12 14:05:53 -0600,research,,https://www.inaturalist.org/observations/17408269,https://static.inaturalist.org/photos/26451106/medium.jpg?1539274300,,"",,1,0,false,3,"Santa Susana Park, Simi Valley, CA, US",34.2604166667,-118.6632216667,5,5,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17480437,2018-10-12 7:31:58 am AEDT,2018-10-12,2018-10-11 15:31:58 -0500,Sydney,1247770,jiggy,2018-10-13 18:27:52 -0500,2018-10-13 18:37:33 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17480437,https://inaturalist-open-data.s3.amazonaws.com/photos/26585258/medium.jpeg?1539473280,,"",,1,0,false,2,"Cork Oak Rd, Molonglo Valley ACT 2611, Australia",-35.2813873291,149.0805511475,,,,,false,gps,gps,Chilean Needle Grass,Nassella neesiana,Chilean Needle Grass,Plantae,165658
17482237,2018-10-08,2018-10-08,,Pacific Time (US & Canada),153982,nofrakes,2018-10-13 19:43:16 -0500,2018-10-13 21:12:25 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17482237,https://inaturalist-open-data.s3.amazonaws.com/photos/26588616/medium.jpeg?1539477722,,"",growing on ridge crest. ,1,0,false,,"Riconada Trail, Los Padres National Forest, CA, USA",35.27829,-120.47662,10,10,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17486958,Sat Oct 13 2018 16:09:16 GMT-0700 (PDT),2018-10-13,2018-10-13 18:09:16 -0500,Pacific Time (US & Canada),31118,godzig,2018-10-13 23:17:43 -0500,2018-10-13 23:51:52 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17486958,https://inaturalist-open-data.s3.amazonaws.com/photos/26598820/medium.jpg?1539490670,,"",,1,0,false,3,"Lime Ridge Open Space, Concord, CA, US",37.9501083333,-122.0112916667,30,30,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17502659,2018/10/11 10:53 AM PDT,2018-10-11,2018-10-11 12:53:00 -0500,Pacific Time (US & Canada),108450,rjadams55,2018-10-14 12:57:51 -0500,2020-09-10 18:16:08 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17502659,https://inaturalist-open-data.s3.amazonaws.com/photos/26628776/medium.jpeg?1539539867,,"","",1,0,false,,Quail Hollow Ranch County Park,37.079403,-122.059028,12,12,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
17506359,Sun Oct 14 2018 11:38:18 GMT-0700 (PDT),2018-10-14,2018-10-14 13:38:18 -0500,Pacific Time (US & Canada),19380,zach_cava,2018-10-14 14:37:52 -0500,2018-11-18 12:31:18 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/17506359,https://inaturalist-open-data.s3.amazonaws.com/photos/26635670/medium.jpg?1539545877,,"",,1,0,false,3,"California, US",38.689856706,-121.3127567138,5,28210,obscured,,true,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17511639,2018/10/14 8:55 AM PDT,2018-10-14,2018-10-14 10:55:00 -0500,Pacific Time (US & Canada),209572,truthseqr,2018-10-14 17:05:57 -0500,2018-11-22 08:31:52 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/17511639,https://inaturalist-open-data.s3.amazonaws.com/photos/26643575/medium.jpeg?1539552359,,"tree, oak",(Black Mountain Trail),1,0,false,,"Rancho San Antonio Open Space Preserve, CA, US",37.33946,-122.14343,,,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17524108,2018-10-07 11:12:05 AM PDT,2018-10-07,2018-10-07 13:12:05 -0500,Pacific Time (US & Canada),174643,clem,2018-10-14 23:59:30 -0500,2021-01-04 13:45:00 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/17524108,https://inaturalist-open-data.s3.amazonaws.com/photos/26670542/medium.jpeg?1539579576,,"",,1,0,false,2,"Whiskey Flat Rd, Hollister, CA 95023, USA",37.04573754,-121.23200208,4,4,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17568534,2018-10-16 9:42:43 AM PDT,2018-10-16,2018-10-16 11:42:43 -0500,Pacific Time (US & Canada),1130258,besser,2018-10-16 11:45:09 -0500,2020-09-10 18:16:40 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17568534,https://inaturalist-open-data.s3.amazonaws.com/photos/26741521/medium.jpeg?1539708311,,"",,1,0,false,2,"850 Bordeaux Way, Napa, CA 94558, USA",38.2471542358,-122.2744293213,,,,,false,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011
17575206,Tue Oct 16 2018 12:30:50 GMT-0700 (PDT),2018-10-16,2018-10-16 14:30:50 -0500,Pacific Time (US & Canada),9335,leslie_flint,2018-10-16 15:31:27 -0500,2018-10-16 16:00:34 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17575206,https://inaturalist-open-data.s3.amazonaws.com/photos/26753484/medium.jpg?1539721909,,"",,1,0,false,3,"Laurelwood Park, San Mateo, CA, US",37.5262716667,-122.3232416667,8,8,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17637055,Thu Oct 18 2018 18:37:38 GMT-0700 (PDT),2018-10-18,2018-10-18 20:37:38 -0500,Pacific Time (US & Canada),173529,lorenmurch,2018-10-18 20:38:12 -0500,2018-10-21 11:32:40 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17637055,https://inaturalist-open-data.s3.amazonaws.com/photos/26866382/medium.jpg?1539913116,,"",,1,0,false,3,"820 Sundial Bridge Dr, Redding, CA, US",40.58863202,-122.3774349172,65,65,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17655862,2018-10-07 3:41:11 PM PDT,2018-10-07,2018-10-07 17:41:11 -0500,Pacific Time (US & Canada),292751,thenaturalistnextdoor,2018-10-19 15:09:10 -0500,2018-10-20 08:38:41 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17655862,https://inaturalist-open-data.s3.amazonaws.com/photos/26900963/medium.jpeg?1539979756,,"",,1,0,false,2,"Amador County, US-CA, US",38.4491844177,-120.531867981,,,,,false,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011
17687874,2018-10-20 9:38:35 AM PDT,2018-10-20,2018-10-20 11:38:35 -0500,Pacific Time (US & Canada),995608,malacothrix,2018-10-20 15:06:27 -0500,2018-10-26 15:51:04 -0500,research,,https://www.inaturalist.org/observations/17687874,https://static.inaturalist.org/photos/26956717/medium.jpeg?1540066167,,"",,1,0,false,2,"Brushy Peak Regional Preserve, Laughlin Rd, Livermore, CA 94551, USA",37.7468528748,-121.7084197998,,,,,false,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011
17696206,Sat Oct 20 2018 10:22:05 GMT-0700 (PDT),2018-10-20,2018-10-20 12:22:05 -0500,Pacific Time (US & Canada),8778,gyrrlfalcon,2018-10-20 19:28:27 -0500,2018-10-21 22:48:08 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17696206,https://inaturalist-open-data.s3.amazonaws.com/photos/26971157/medium.jpg?1540081712,,"",,2,0,false,3,"Monte Bello Open Space Preserve, Santa Clara County, US-CA, US",37.3213291233,-122.1709829456,6,6,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17697202,2018/10/20 1:10 PM PDT,2018-10-20,2018-10-20 15:10:00 -0500,Pacific Time (US & Canada),10201,edwardrooks,2018-10-20 20:06:43 -0500,2020-09-10 18:17:15 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17697202,https://inaturalist-open-data.s3.amazonaws.com/photos/26973090/medium.jpg?1540083973,,"",,1,0,false,,"Coyote Ridge Trail, California 95020, USA",37.0767448,-121.5306139,191,191,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17700954,Sat Oct 20 2018 12:52:40 GMT-0700 (PDT),2018-10-20,2018-10-20 14:52:40 -0500,Pacific Time (US & Canada),34038,merav,2018-10-20 22:42:50 -0500,2018-10-22 10:40:27 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17700954,https://inaturalist-open-data.s3.amazonaws.com/photos/26980693/medium.jpg?1540093376,,"",,1,0,false,3,"95020, Gilroy, CA, US",37.0239221667,-121.4655383333,16,16,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17702062,Sat Oct 20 2018 12:27:21 GMT-0700 (PDT),2018-10-20,2018-10-20 14:27:21 -0500,Pacific Time (US & Canada),400429,sweiser,2018-10-20 23:37:43 -0500,2018-10-21 10:46:13 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17702062,https://inaturalist-open-data.s3.amazonaws.com/photos/26982944/medium.jpg?1540096676,,"",Seeds collected,1,0,false,3,"18993 Lort Dr, Visalia, CA, US",36.3452908786,-119.1465990853,118,118,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17733635,Sun Oct 21 2018 10:49:55 GMT-0700 (PDT),2018-10-21,2018-10-21 12:49:55 -0500,Pacific Time (US & Canada),402292,zufi,2018-10-21 22:23:25 -0500,2018-10-21 22:42:06 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17733635,https://inaturalist-open-data.s3.amazonaws.com/photos/27042254/medium.jpg?1540178616,,"",,1,0,false,3,"Pearson-Arastradero Preserve, Palo Alto, CA, US",37.3784833333,-122.1918083333,0,0,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17763782,2018/10/22 5:33 PM PDT,2018-10-22,2018-10-22 19:33:00 -0500,Pacific Time (US & Canada),2873,jmaughn,2018-10-23 00:06:49 -0500,2020-05-17 11:07:16 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17763782,https://inaturalist-open-data.s3.amazonaws.com/photos/27096419/medium.jpeg?1540270721,,"",,1,0,false,,"Santa Cruz County, CA, USA",37.0801312416,-122.0614698124,31,31,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
17767304,2018/10/22 11:49 AM PDT,2018-10-22,2018-10-22 13:49:00 -0500,Pacific Time (US & Canada),10201,edwardrooks,2018-10-23 07:26:37 -0500,2018-10-23 11:14:41 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17767304,https://inaturalist-open-data.s3.amazonaws.com/photos/27103162/medium.jpg?1540297554,,"","Fall color, autumn.",1,0,false,,"Santa Clara County, CA, USA",37.1550180449,-121.5873590656,1259,1259,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17767839,2018/10/22 3:01 PM PDT,2018-10-22,2018-10-22 17:01:00 -0500,Pacific Time (US & Canada),10201,edwardrooks,2018-10-23 08:09:41 -0500,2018-10-23 11:14:43 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17767839,https://inaturalist-open-data.s3.amazonaws.com/photos/27104020/medium.jpg?1540300139,,"Oak, Blue Oak, Fal color","Autumn, fall color. Second photo is of the hillside covered with mixed species of trees, including Blue, Valley and Black Oak. The Big Leaf Maples in the area are also yellowing.",1,0,false,,"Santa Clara County, CA, USA",37.1823912855,-121.5361401391,427,427,,,false,,,blue oak,Quercus douglasii,blue oak,Plantae,49009
17832015,2017/06/06 9:10 AM PDT,2017-06-06,2017-06-06 11:10:00 -0500,Pacific Time (US & Canada),34038,merav,2018-10-25 14:20:44 -0500,2019-01-15 19:49:41 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/17832015,https://inaturalist-open-data.s3.amazonaws.com/photos/27215305/medium.jpeg?1540492752,,"",,1,0,false,,"Los Altos Hills, CA, USA",37.387825,-122.1635972222,24,24,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17867628,2018/10/26 9:15 AM PST,2018-10-26,2018-10-26 11:15:00 -0500,Pacific Time (US & Canada),1295336,marcorodriguez,2018-10-26 21:38:40 -0500,2019-01-07 00:40:41 -0600,research,,https://www.inaturalist.org/observations/17867628,https://static.inaturalist.org/photos/27279303/medium.jpeg?1540607817,,"",Kaweah Oaks Preserve,1,0,false,,"29979 Rd 182, Exeter, CA 93221, USA",36.3337035,-119.1665875,200,200,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17878810,2018-10-27 9:22:50 AM PDT,2018-10-27,2018-10-27 11:22:50 -0500,Pacific Time (US & Canada),1187449,beesbirdsbugs,2018-10-27 11:24:54 -0500,2019-05-04 01:26:30 -0500,research,CC0,https://www.inaturalist.org/observations/17878810,https://inaturalist-open-data.s3.amazonaws.com/photos/27299256/medium.jpeg?1540657518,,"",,2,0,false,2,"Sedgwick Reserve, 3566 Brinkerhoff Ave, Santa Ynez, CA 93460, USA",34.692116,-120.04053609,6,6,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17929105,2018/10/28 11:47 AM PDT,2018-10-28,2018-10-28 13:47:00 -0500,Pacific Time (US & Canada),209572,truthseqr,2018-10-29 03:05:15 -0500,2018-10-29 08:53:14 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17929105,https://inaturalist-open-data.s3.amazonaws.com/photos/27392468/medium.jpeg?1540799619,,"tree, oak, acorns","",1,0,false,,"Joseph D. Grant County Park, CA, US",37.32269,-121.67461,,,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17937709,2018-10-29 10:32:01 AM PDT,2018-10-29,2018-10-29 12:32:01 -0500,Pacific Time (US & Canada),1305927,loser33,2018-10-29 12:32:28 -0500,2018-10-29 23:24:20 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17937709,https://inaturalist-open-data.s3.amazonaws.com/photos/27406595/medium.jpeg?1540834353,,"",,2,0,false,2,"333 S Twin Oaks Valley Rd, San Marcos, CA 92078, USA",33.1289417,-117.16016868,9,9,,,false,,,greater plantain,Plantago major,greater plantain,Plantae,58961
17968367,Tue Oct 30 2018 12:35:09 GMT-0700 (PDT),2018-10-30,2018-10-30 14:35:09 -0500,Pacific Time (US & Canada),1086032,stellata,2018-10-30 14:35:57 -0500,2020-04-02 22:56:26 -0500,research,,https://www.inaturalist.org/observations/17968367,https://static.inaturalist.org/photos/27461717/medium.jpg?1540928253,,"",,1,0,false,3,"5200–5272 Saint Helena Rd, Santa Rosa, CA, US",38.5046435427,-122.6484155842,5,5,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17974974,Tue Oct 30 2018 16:50:11 GMT-0700 (PDT),2018-10-30,2018-10-30 18:50:11 -0500,Pacific Time (US & Canada),812002,carlosd73,2018-10-30 18:53:14 -0500,2018-12-09 07:55:28 -0600,research,,https://www.inaturalist.org/observations/17974974,https://static.inaturalist.org/photos/27473509/medium.jpg?1540943601,,"",,1,0,false,3,"3590 Snell Ave, San Jose, CA, US",37.2802166667,-121.8456033333,10,10,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
17976651,2018/10/30 5:52 PM -0700,2018-10-30,2018-10-30 19:52:00 -0500,Arizona,518883,rsoren,2018-10-30 20:11:47 -0500,2018-10-30 20:32:56 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/17976651,https://inaturalist-open-data.s3.amazonaws.com/photos/27475757/medium.jpg?1540947272,,Lake Cascade,,1,0,false,,"Orinda, CA, USA",37.8919759729,-122.1857023061,104,104,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18024423,2018/10/31 2:26 PM PDT,2018-10-31,2018-10-31 16:26:00 -0500,Pacific Time (US & Canada),3342,hfabian,2018-11-01 22:47:59 -0500,2018-11-02 01:52:07 -0500,research,,https://www.inaturalist.org/observations/18024423,https://static.inaturalist.org/photos/27556926/medium.jpg?1541130463,,"",,1,0,false,,"Contra Costa County, CA, USA",37.9490425125,-122.1350459792,122,122,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18033613,Thu Nov 01 2018 17:54:04 GMT-0700 (PDT),2018-11-01,2018-11-01 19:54:04 -0500,Pacific Time (US & Canada),4493,dackerly,2018-11-02 11:45:07 -0500,2020-09-10 18:18:11 -0500,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/18033613,https://inaturalist-open-data.s3.amazonaws.com/photos/27571934/medium.jpg?1541177115,,"",,1,0,false,3,"3554 Brinkerhoff Ave, Santa Ynez, CA, US",34.695477672,-120.0421240648,10,10,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18061886,Sat Nov 03 2018 09:15:27 GMT-0700 (PDT),2018-11-03,2018-11-03 11:15:27 -0500,Pacific Time (US & Canada),696118,aidona,2018-11-03 12:08:06 -0500,2018-11-04 08:17:38 -0600,research,,https://www.inaturalist.org/observations/18061886,https://static.inaturalist.org/photos/27615491/medium.jpg?1541264991,,"",,1,0,false,3,"Selma Olinder Park, San Jose, CA, US",37.3321328871,-121.8662992773,10,10,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18062398,Sat Nov 03 2018 09:44:43 GMT-0700 (PDT),2018-11-03,2018-11-03 11:44:43 -0500,Pacific Time (US & Canada),8778,gyrrlfalcon,2018-11-03 12:23:03 -0500,2018-11-03 15:51:34 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/18062398,https://inaturalist-open-data.s3.amazonaws.com/photos/27617525/medium.jpg?1541267312,,"",,1,0,false,3,"I-280 S, San Jose, CA, US",37.3291136546,-121.8681846778,16,16,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18062590,2018-11-03 10:28:48 am GMT-07:00,2018-11-03,2018-11-02 22:28:48 -0500,Bangkok,1320421,johnathanchavez,2018-11-03 12:29:29 -0500,2021-01-12 14:02:24 -0600,research,,https://www.inaturalist.org/observations/18062590,https://static.inaturalist.org/photos/27616578/medium.jpeg?1541266172,,"",,1,0,false,2,"1100 E Ojai Ave, Ojai, CA 93023, USA",34.4488226,-119.23358117,7,7,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18069721,Sat Nov 03 2018 09:51:36 GMT-0700 (PDT),2018-11-03,2018-11-03 11:51:36 -0500,Pacific Time (US & Canada),34038,merav,2018-11-03 15:57:58 -0500,2018-11-04 08:09:21 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/18069721,https://inaturalist-open-data.s3.amazonaws.com/photos/27627929/medium.jpg?1541278682,,"",,1,0,false,3,"I-280 S, San Jose, CA, US",37.32915,-121.8681716667,6,6,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18076039,2018/11/02 10:55 PM UTC,2018-11-02,,UTC,812002,carlosd73,2018-11-03 18:59:28 -0500,2018-12-09 07:52:31 -0600,research,,https://www.inaturalist.org/observations/18076039,https://static.inaturalist.org/photos/27637717/medium.jpeg?1541289292,,"",,2,0,false,,"Central San Jose, San Jose, CA, USA",37.3267278242,-121.8661601369,4,4,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18100820,Sun Nov 04 2018 12:29:01 GMT-0800 (PST),2018-11-04,2018-11-04 14:29:01 -0600,Pacific Time (US & Canada),301665,damarisb,2018-11-04 14:54:03 -0600,2019-02-20 11:11:53 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/18100820,https://inaturalist-open-data.s3.amazonaws.com/photos/27675253/medium.jpg?1541364849,,"",,1,0,false,3,"Indian Valley Open Space Preserve, Novato, CA, US",38.0767861667,-122.5863583333,5,5,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18116626,2017-09-09 5:03:00 PM PDT,2017-09-09,2017-09-09 19:03:00 -0500,Pacific Time (US & Canada),1022753,michaelohare,2018-11-04 23:26:33 -0600,2018-11-05 16:02:23 -0600,research,,https://www.inaturalist.org/observations/18116626,https://static.inaturalist.org/photos/27701175/medium.jpeg?1541395597,,"",,1,0,false,2,"6700 Tarshes Dr, Carmichael, CA 95608, USA",38.614681725,-121.308154799,33,33,,,false,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011
18129432,2018/11/04 4:14 PM PST,2018-11-04,2018-11-04 18:14:00 -0600,Pacific Time (US & Canada),2873,jmaughn,2018-11-05 09:54:49 -0600,2018-11-19 11:06:40 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/18129432,https://inaturalist-open-data.s3.amazonaws.com/photos/27719806/medium.jpeg?1541433288,,"","",1,0,false,,"Madera County, CA, USA",36.8782922304,-119.7907852495,27,27,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
18173093,2018-10-27 2:58:58 PM PDT,2018-10-27,2018-10-27 16:58:58 -0500,Pacific Time (US & Canada),1033061,jeanette29,2018-11-06 11:35:59 -0600,2019-07-05 13:58:29 -0500,research,,https://www.inaturalist.org/observations/18173093,https://static.inaturalist.org/photos/27777072/medium.jpeg?1541525765,,"",,1,0,false,2,"2000 Vallombrosa Ave, Chico, CA 95926, USA",39.7554664612,-121.7988739014,,,,,false,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011
18181381,2018-09-17 5:44:05 PM PDT,2018-09-17,2018-09-17 19:44:05 -0500,Pacific Time (US & Canada),1169117,pereznicolas,2018-11-06 17:02:42 -0600,2018-11-06 18:04:33 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/18181381,https://inaturalist-open-data.s3.amazonaws.com/photos/27790055/medium.jpeg?1541545367,,"",,1,0,false,2,"15350 Penitencia Creek Rd, San Jose, CA 95127, United States",37.3931427002,-121.8155441284,,,,,false,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011
18183699,2018-11-06 4:07:57 PM PST,2018-11-06,2018-11-06 18:07:57 -0600,Pacific Time (US & Canada),171166,skeletonsuga,2018-11-06 18:10:32 -0600,2021-01-11 17:42:25 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/18183699,https://inaturalist-open-data.s3.amazonaws.com/photos/27792442/medium.jpeg?1541549434,,"",,1,0,false,2,"23855 Saddle Peak Rd, Topanga, CA 90290, USA",34.083969069,-118.6388877779,175,175,,,false,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011
18199315,2018/11/06 3:01 PM PST,2018-11-06,2018-11-06 17:01:00 -0600,Pacific Time (US & Canada),10201,edwardrooks,2018-11-07 01:11:21 -0600,2020-09-10 18:19:12 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/18199315,https://inaturalist-open-data.s3.amazonaws.com/photos/27812614/medium.jpg?1541574466,,"",,1,0,false,,"PALASSOU Ridge, California, USA",37.0776026,-121.4954376,191,191,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18215883,Wed Nov 07 2018 10:37:29 GMT-0800 (PST),2018-11-07,2018-11-07 12:37:29 -0600,Pacific Time (US & Canada),205708,rhjackso,2018-11-07 12:39:03 -0600,2018-11-07 22:30:50 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/18215883,https://inaturalist-open-data.s3.amazonaws.com/photos/27836268/medium.jpg?1541619240,,"",,1,0,false,3,"Mount Diablo State Park, Clayton, CA, US",37.9161548987,-121.9305968565,5,5,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18272226,Thu Nov 08 2018 15:36:00 GMT-0800 (PST),2018-11-08,2018-11-08 17:36:00 -0600,Pacific Time (US & Canada),1085700,waterforwildlifeca,2018-11-08 17:36:32 -0600,2018-12-15 22:34:31 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/18272226,https://inaturalist-open-data.s3.amazonaws.com/photos/27913935/medium.jpg?1541720195,,"",,1,0,false,3,"Yolo Bypass Wildlife Area, Davis, CA, US",38.5557850125,-121.6721764953,5,5,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18272342,Thu Nov 08 2018 15:39:18 GMT-0800 (PST),2018-11-08,2018-11-08 17:39:18 -0600,Pacific Time (US & Canada),1295753,dillonjbrook,2018-11-08 17:39:51 -0600,2018-11-09 00:29:14 -0600,research,,https://www.inaturalist.org/observations/18272342,https://static.inaturalist.org/photos/27914062/medium.jpg?1541720395,,"",,1,0,false,3,"Yolo Bypass Wildlife Area, Davis, CA, US",38.5554960464,-121.6720713024,10,10,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
18272545,Thu Nov 08 2018 15:48:22 GMT-0800 (PST),2018-11-08,2018-11-08 17:48:22 -0600,Pacific Time (US & Canada),198371,sarahangulo,2018-11-08 17:48:38 -0600,2021-04-27 11:24:05 -0500,research,CC0,https://www.inaturalist.org/observations/18272545,https://static.inaturalist.org/photos/27914377/medium.jpg?1541720923,,"",,1,0,false,3,"Yolo Bypass Wildlife Area, Davis, CA, US",38.5555304541,-121.6727488117,5,5,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
