id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,longitude,latitude
24395279,2019-05-02 1:33:57 PM PDT,5/2/19,5/2/19 15:33,Pacific Time (US & Canada),829348,john475,5/2/19 15:38,5/7/19 0:35,research,NA,https://www.inaturalist.org/observations/24395279,https://static.inaturalist.org/photos/37720661/medium.jpeg?1556829537,NA,NA,NA,1,0,FALSE,2,"2485 Natomas Park Dr, Sacramento, CA 95833, USA",9,9,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.5059843,38.6094187
24556479,Sat May 04 2019 17:55:28 GMT-0700 (PDT),5/4/19,5/4/19 19:55,Pacific Time (US & Canada),1545764,patrickjwagner,5/4/19 19:56,8/8/20 15:47,research,CC-BY,https://www.inaturalist.org/observations/24556479,https://inaturalist-open-data.s3.amazonaws.com/photos/37971912/medium.jpg?1557017812,NA,NA,NA,2,0,FALSE,3,"7861 Sunset Ave, Fair Oaks, CA, US",56,56,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.27517,38.65312
24559081,2019-05-04 10:05:59 AM PDT,5/4/19,5/4/19 12:05,Pacific Time (US & Canada),3057,vermfly,5/4/19 20:36,5/6/19 17:34,research,CC-BY-NC,https://www.inaturalist.org/observations/24559081,https://inaturalist-open-data.s3.amazonaws.com/photos/37976676/medium.jpeg?1557020173,NA,NA,NA,1,0,FALSE,2,"5430 Gibbons Dr, Carmichael, CA 95608, USA",3,3,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3379904,38.63397902
24559503,2019-05-04 12:47:10 PM PDT,5/4/19,5/4/19 14:47,Pacific Time (US & Canada),3057,vermfly,5/4/19 20:41,5/6/19 17:33,research,CC-BY-NC,https://www.inaturalist.org/observations/24559503,https://inaturalist-open-data.s3.amazonaws.com/photos/37977306/medium.jpeg?1557020514,NA,NA,NA,1,0,FALSE,2,"5325 Engle Rd, Carmichael, CA 95608, USA",8,8,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.338991,38.63342351
24851283,2019-05-09 12:10:12 PM PDT,5/9/19,5/9/19 14:10,Pacific Time (US & Canada),1678955,toucan55,5/9/19 14:41,5/9/19 15:31,research,CC-BY-NC,https://www.inaturalist.org/observations/24851283,https://inaturalist-open-data.s3.amazonaws.com/photos/38436998/medium.jpeg?1557430877,NA,NA,NA,1,0,FALSE,2,"3 Folsom Blvd, Sacramento, CA 95827, USA",NA,NA,NA,NA,FALSE,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3441315,38.57723999
25137998,Tue May 14 2019 17:28:00 GMT-0700 (PDT),5/14/19,5/14/19 19:28,Pacific Time (US & Canada),819104,joeolivas,5/14/19 19:28,5/17/19 11:14,research,NA,https://www.inaturalist.org/observations/25137998,https://static.inaturalist.org/photos/38908924/medium.jpg?1557880152,NA,NA,NA,1,0,FALSE,3,"120 Stonington Way, Folsom, CA, US",40,40,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1261489,38.67239672
27216245,Tue Jun 18 2019 09:17:45 GMT-0700 (PDT),6/18/19,6/18/19 11:17,Pacific Time (US & Canada),1875450,jmiksits,6/18/19 11:18,10/29/19 3:30,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/27216245,https://inaturalist-open-data.s3.amazonaws.com/photos/42322882/medium.jpg?1560874691,NA,NA,NA,1,0,FALSE,3,"95693, Wilton, CA, US",8,8,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3243329,38.34025204
27438366,Sat Jun 22 2019 08:32:11 GMT-0700 (PDT),6/22/19,6/22/19 10:32,Pacific Time (US & Canada),673365,lylegordon,6/22/19 10:32,6/24/19 15:54,research,CC-BY-NC,https://www.inaturalist.org/observations/27438366,https://inaturalist-open-data.s3.amazonaws.com/photos/42692580/medium.jpg?1561217545,NA,NA,NA,1,0,FALSE,3,"Brannan Island State Recreational Area, Rio Vista, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.684076,38.11799607
27977860,Sun Jun 30 2019 20:17:47 GMT-0700 (PDT),6/30/19,6/30/19 22:17,Pacific Time (US & Canada),1932796,tim-w,6/30/19 22:19,6/30/19 22:29,research,CC-BY-NC,https://www.inaturalist.org/observations/27977860,https://inaturalist-open-data.s3.amazonaws.com/photos/43581650/medium.jpg?1561951189,NA,NA,"Looks like it could be a Valley Oak, but I’m not certain. Anyone know?",1,0,FALSE,3,"William Curtis Park, Sacramento, CA, US",45,45,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4796344,38.54231263
28395610,Sun Jul 07 2019 15:15:40 GMT-0700 (PDT),7/7/19,7/7/19 17:15,Pacific Time (US & Canada),537277,deeyoung,7/7/19 17:15,7/8/19 0:05,research,NA,https://www.inaturalist.org/observations/28395610,https://static.inaturalist.org/photos/44261675/medium.jpg?1562537760,NA,NA,NA,1,0,FALSE,3,"1128 U St, Rio Linda, CA, US",65,65,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4396863,38.70469608
29186759,Sat Jul 20 2019 10:59:32 GMT-0700 (PDT),7/20/19,7/20/19 12:59,Pacific Time (US & Canada),1760298,amcliu,7/20/19 13:00,7/21/19 8:36,research,CC-BY-NC,https://www.inaturalist.org/observations/29186759,https://inaturalist-open-data.s3.amazonaws.com/photos/45539083/medium.jpg?1563645630,NA,NA,NA,1,0,FALSE,3,"Effie Yeaw Nature Center, Carmichael, CA, US",48,48,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3116961,38.61748537
29441613,Wed Jul 24 2019 06:59:15 GMT-0700 (PDT),7/24/19,7/24/19 8:59,Pacific Time (US & Canada),2028252,susannajoie,7/24/19 8:59,7/24/19 23:56,research,CC-BY-NC,https://www.inaturalist.org/observations/29441613,https://inaturalist-open-data.s3.amazonaws.com/photos/45949270/medium.jpg?1563976809,NA,NA,NA,1,0,FALSE,3,"400 Parker Dr, Folsom, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.181075,38.64389667
29484440,2019/07/23 7:32 AM PDT,7/23/19,7/23/19 9:32,Pacific Time (US & Canada),757838,rmoger,7/24/19 20:28,7/24/19 23:42,research,NA,https://www.inaturalist.org/observations/29484440,https://static.inaturalist.org/photos/46017544/medium.jpg?1564018099,NA,NA,NA,1,0,FALSE,NA,"Rancho Cordova, CA, USA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2963889,38.62111111
29586177,Fri Jul 26 2019 10:52:52 GMT-0700 (PDT),7/26/19,7/26/19 12:52,Pacific Time (US & Canada),1231449,ierik,7/26/19 13:01,7/27/19 1:42,research,NA,https://www.inaturalist.org/observations/29586177,https://static.inaturalist.org/photos/46181952/medium.jpg?1564164139,NA,NA,NA,1,0,FALSE,3,"1720 Creekside Dr, Folsom, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1405862,38.66867
29589129,Fri Jul 26 2019 11:44:51 GMT-0700 (PDT),7/26/19,7/26/19 13:44,Pacific Time (US & Canada),1231449,ierik,7/26/19 13:53,7/27/19 1:35,research,NA,https://www.inaturalist.org/observations/29589129,https://static.inaturalist.org/photos/46186607/medium.jpg?1564167344,NA,NA,NA,1,0,FALSE,3,"227–299 Dulverton Cir, Folsom, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1237638,38.67335833
29755280,2019-07-28 2:44:53 PM PDT,7/28/19,7/28/19 16:44,Pacific Time (US & Canada),5692,justin2,7/28/19 20:04,7/28/19 21:45,research,CC-BY,https://www.inaturalist.org/observations/29755280,https://inaturalist-open-data.s3.amazonaws.com/photos/46454438/medium.jpeg?1564362262,NA,NA,NA,1,0,FALSE,2,"Point West, Sacramento, CA 95815, USA",NA,NA,NA,NA,FALSE,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.44944,38.59397507
30552660,Sun May 12 2019 16:05:14 GMT-0700 (PDT),5/12/19,5/12/19 18:05,Pacific Time (US & Canada),1767644,lorie11,8/10/19 12:38,8/10/19 13:13,research,NA,https://www.inaturalist.org/observations/30552660,https://static.inaturalist.org/photos/47737209/medium.jpg?1565458704,NA,NA,NA,1,0,FALSE,3,"117 Breckenwood Way, Sacramento, CA, US",10,10,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4030291,38.56245445
31274495,2019/08/20 9:32 AM PDT,8/20/19,8/20/19 11:32,Pacific Time (US & Canada),757838,rmoger,8/22/19 0:19,9/2/19 19:58,research,NA,https://www.inaturalist.org/observations/31274495,https://static.inaturalist.org/photos/48935043/medium.jpg?1566451187,NA,NA,NA,1,0,FALSE,NA,"Sacramento County, CA, USA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4594444,38.295
31696966,2019/07/14 9:05 AM PDT,7/14/19,7/14/19 11:05,Pacific Time (US & Canada),340368,madfox,8/28/19 17:40,6/10/20 20:23,research,CC-BY-NC,https://www.inaturalist.org/observations/31696966,https://inaturalist-open-data.s3.amazonaws.com/photos/49616580/medium.jpeg?1567020252,NA,NA,NA,1,0,FALSE,NA,"Sacramento County, CA, USA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.43971,38.26384667
32364051,Sun Sep 08 2019 12:57:33 GMT-0700 (PDT),9/8/19,9/8/19 14:57,Pacific Time (US & Canada),2226494,lisacrow,9/8/19 14:57,9/8/19 15:33,research,CC-BY-NC,https://www.inaturalist.org/observations/32364051,https://inaturalist-open-data.s3.amazonaws.com/photos/50752431/medium.jpg?1567972686,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Galt, CA, US",10,10,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4380687,38.26519386
33047938,2019/09/18 9:08 AM PDT,9/18/19,9/18/19 11:08,Pacific Time (US & Canada),757838,rmoger,9/19/19 22:15,9/24/19 0:38,research,NA,https://www.inaturalist.org/observations/33047938,https://static.inaturalist.org/photos/51873990/medium.jpg?1568949309,NA,NA,NA,1,0,FALSE,NA,"Sacramento County, CA, USA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.440086,38.264853
33500948,Fri Sep 27 2019 14:49:50 GMT-0700 (PDT),9/27/19,9/27/19 16:49,Pacific Time (US & Canada),2214923,cd1582,9/27/19 16:50,10/29/19 3:29,research,CC-BY-NC,https://www.inaturalist.org/observations/33500948,https://inaturalist-open-data.s3.amazonaws.com/photos/52620523/medium.jpg?1569621008,NA,NA,NA,1,0,FALSE,3,"Mabry Dr, Sacramento, CA, US",4,4,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.5282105,38.67420791
33501201,Fri Sep 27 2019 14:53:53 GMT-0700 (PDT),9/27/19,9/27/19 16:53,Pacific Time (US & Canada),2221033,hudsonh,9/27/19 16:54,10/29/19 3:27,research,NA,https://www.inaturalist.org/observations/33501201,https://static.inaturalist.org/photos/52620860/medium.jpg?1569621282,NA,NA,NA,1,0,FALSE,3,"Mabry Dr, Sacramento, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.5275305,38.67431045
33862962,Fri Oct 04 2019 14:55:30 GMT-0700 (PDT),10/4/19,10/4/19 16:55,Pacific Time (US & Canada),2218493,sudeepravipaul,10/4/19 16:55,10/5/19 0:18,research,NA,https://www.inaturalist.org/observations/33862962,https://static.inaturalist.org/photos/53230609/medium.jpg?1570226164,NA,NA,NA,1,0,FALSE,3,"Mabry Dr, Sacramento, CA, US",10,10,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.526992,38.67539858
34224828,Fri Oct 11 2019 15:33:07 GMT-0700 (PDT),10/11/19,10/11/19 17:33,Pacific Time (US & Canada),2028252,susannajoie,10/11/19 18:14,10/11/19 22:49,research,CC-BY-NC,https://www.inaturalist.org/observations/34224828,https://inaturalist-open-data.s3.amazonaws.com/photos/53836915/medium.jpg?1570836106,NA,NA,NA,1,0,FALSE,3,"Natoma Station Dr, Folsom, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.18048,38.65067
34397379,2019-10-14 5:39:20 PM PDT,10/14/19,10/14/19 19:39,Pacific Time (US & Canada),3057,vermfly,10/15/19 0:40,12/5/19 23:36,research,CC-BY-NC,https://www.inaturalist.org/observations/34397379,https://inaturalist-open-data.s3.amazonaws.com/photos/54131253/medium.jpeg?1571118069,NA,NA,NA,1,0,FALSE,2,"Carmichael, CA 95608, USA",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3115918,38.6172261
34669287,Sun Oct 20 2019 17:53:57 GMT-0700 (PDT),10/20/19,10/20/19 19:53,Pacific Time (US & Canada),1497896,breinke-alicia,10/20/19 20:51,10/21/19 8:21,research,CC-BY-NC,https://www.inaturalist.org/observations/34669287,https://inaturalist-open-data.s3.amazonaws.com/photos/54590285/medium.jpg?1571622712,NA,NA,NA,1,0,FALSE,3,"American River Parkway - William B. Pond Recreation Area, Carmichael, CA, US",79,79,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3372416,38.58568131
34918781,Sat Oct 26 2019 09:44:16 GMT-0700 (PDT),10/26/19,10/26/19 11:44,Pacific Time (US & Canada),243931,tsalcedo,10/26/19 11:45,10/29/19 3:27,research,CC-BY-NC,https://www.inaturalist.org/observations/34918781,https://inaturalist-open-data.s3.amazonaws.com/photos/55017019/medium.jpg?1572108336,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Galt, CA, US",40,40,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4322538,38.26218616
34918890,Sat Oct 26 2019 09:47:11 GMT-0700 (PDT),10/26/19,10/26/19 11:47,Pacific Time (US & Canada),243931,tsalcedo,10/26/19 11:47,10/29/19 3:27,research,CC-BY-NC,https://www.inaturalist.org/observations/34918890,https://inaturalist-open-data.s3.amazonaws.com/photos/55017182/medium.jpg?1572108486,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Galt, CA, US",31,31,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4328306,38.26250309
35031994,Mon Oct 28 2019 18:13:16 GMT-0700 (PDT),10/28/19,10/28/19 20:13,Pacific Time (US & Canada),2028252,susannajoie,10/28/19 20:14,4/30/21 23:56,research,CC-BY-NC,https://www.inaturalist.org/observations/35031994,https://inaturalist-open-data.s3.amazonaws.com/photos/55221761/medium.jpg?1572323088,NA,NA,NA,1,0,FALSE,3,"Effie Yeaw Nature Center, Carmichael, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3095102,38.61451399
35305241,2019-11-03 11:33:29 AM PST,11/3/19,11/3/19 5:33,UTC,560539,dakota16,11/4/19 17:02,11/6/19 14:33,research,NA,https://www.inaturalist.org/observations/35305241,https://static.inaturalist.org/photos/55658756/medium.jpeg?1572908775,NA,NA,NA,2,0,FALSE,2,"American River Parkway, Sacramento County, US-CA, US",9,9,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3062338,38.61718086
35400717,2019/10/20 5:53 PM HST,10/20/19,10/20/19 22:53,Hawaii,1497896,breinke-alicia,11/6/19 23:48,11/7/19 7:25,research,CC-BY-NC,https://www.inaturalist.org/observations/35400717,https://inaturalist-open-data.s3.amazonaws.com/photos/55817685/medium.jpeg?1573105486,NA,NA,NA,1,0,FALSE,NA,"Carmichael, CA, USA",31,31,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3372998,38.58549853
35513670,Sat Nov 09 2019 15:51:29 GMT-0800 (PST),11/9/19,11/9/19 17:51,Pacific Time (US & Canada),2038062,katerii,11/9/19 20:41,5/25/20 21:59,research,CC-BY-NC,https://www.inaturalist.org/observations/35513670,https://inaturalist-open-data.s3.amazonaws.com/photos/56005799/medium.jpg?1573353698,NA,NA,NA,1,0,FALSE,3,"Willow Creek, Folsom, CA, US",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1562638,38.661195
35957054,Fri Nov 22 2019 12:18:27 GMT-0800 (PST),11/22/19,11/22/19 6:18,UTC,2279972,shullum,11/22/19 14:29,12/12/19 18:10,research,NA,https://www.inaturalist.org/observations/35957054,https://static.inaturalist.org/photos/57879659/medium.jpg?1576195792,NA,NA,NA,1,0,FALSE,3,"Effie Yeaw Nature Center, Carmichael, CA, US",8,8,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3074275,38.61950436
36108721,Tue Nov 26 2019 12:40:32 GMT-0800 (PST),11/26/19,11/26/19 6:40,UTC,2337417,chsalwp,11/26/19 14:42,1/22/20 23:35,research,NA,https://www.inaturalist.org/observations/36108721,https://static.inaturalist.org/photos/57036500/medium.jpg?1574800938,NA,NA,NA,0,0,FALSE,3,"Fair Oaks Blvd, Fair Oaks, CA, US",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2682333,38.64318333
36192474,Sat Sep 21 2019 10:03:33 GMT-0700 (PDT),9/21/19,9/21/19 12:03,Pacific Time (US & Canada),2467069,jinleem,11/29/19 12:19,12/9/19 13:30,research,CC-BY-NC,https://www.inaturalist.org/observations/36192474,https://inaturalist-open-data.s3.amazonaws.com/photos/57180743/medium.jpg?1575051585,NA,NA,"This is native to north western America. It has powder-coated blue berries. The leaves are pinnately compound and opposite. It has the toothed shape at the edge of the leaves. It grows on moist, sunny and open sites. It’s better to have fast draining soil. It’s edible and medicinal after cooking to decrease alkaloid levels. It can attract small mammals, birds and insects as food.",1,0,FALSE,3,"Valley View Ct, Fair Oaks, CA, US",NA,NA,NA,NA,FALSE,NA,NA,blue elder,Sambucus cerulea,blue elder,Plantae,143799,-121.2739633,38.63351167
36362830,Wed Dec 04 2019 14:15:32 GMT-0800 (PST),12/4/19,12/4/19 8:15,UTC,1911850,soda_lux,12/4/19 18:01,12/11/19 0:19,research,NA,https://www.inaturalist.org/observations/36362830,https://static.inaturalist.org/photos/57472518/medium.jpg?1575504099,NA,NA,NA,1,0,FALSE,3,"Sailor Bar, Fair Oaks, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.246988,38.63761929
36729355,Mon Oct 14 2019 10:51:45 GMT-0400 (EDT),10/14/19,10/14/19 9:51,Eastern Time (US & Canada),625987,rpburkert,12/17/19 9:37,12/21/19 2:37,research,CC-BY-NC,https://www.inaturalist.org/observations/36729355,https://inaturalist-open-data.s3.amazonaws.com/photos/58105801/medium.jpg?1576597032,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Galt, CA, US",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4380383,38.265795
36729406,Mon Oct 14 2019 12:51:58 GMT-0400 (EDT),10/14/19,10/14/19 11:51,Eastern Time (US & Canada),625987,rpburkert,12/17/19 9:40,12/21/19 2:37,research,CC-BY-NC,https://www.inaturalist.org/observations/36729406,https://inaturalist-open-data.s3.amazonaws.com/photos/58105877/medium.jpg?1576597216,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Galt, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.43805,38.26580833
37552058,Sun Jan 12 2020 12:19:57 GMT-0800 (PST),1/12/20,1/12/20 14:19,Pacific Time (US & Canada),407448,achong26,1/13/20 2:29,1/13/20 10:00,research,NA,https://www.inaturalist.org/observations/37552058,https://static.inaturalist.org/photos/59552160/medium.jpg?1578904197,NA,NA,"Valley Oak in winter (deciduous), covered in galls caused by the California oak gall wasp",1,0,FALSE,3,"Cosumnes River Preserve, Galt, CA, US",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4336617,38.25846167
37761873,Sun Jan 19 2020 08:27:54 GMT-0800 (PST),1/19/20,1/19/20 10:27,Pacific Time (US & Canada),16101,dpom,1/19/20 17:45,1/19/20 19:27,research,CC-BY-NC,https://www.inaturalist.org/observations/37761873,https://inaturalist-open-data.s3.amazonaws.com/photos/59928671/medium.jpg?1579477539,NA,NA,NA,0,0,FALSE,3,"Cosumnes River Preserve, Elk Grove, CA, US",48,48,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4409333,38.26625
38071841,2020-01-15 11:42:09 AM PST,1/15/20,1/15/20 13:42,Pacific Time (US & Canada),30968,kerrywininger,1/28/20 16:49,1/28/20 17:00,research,CC-BY-NC,https://www.inaturalist.org/observations/38071841,https://inaturalist-open-data.s3.amazonaws.com/photos/60454960/medium.jpeg?1580251774,NA,NA,NA,0,0,FALSE,2,"La Riviera, CA, USA",NA,NA,NA,NA,FALSE,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3492584,38.57426071
39850046,2020/03/10 7:07 AM PDT,3/10/20,3/10/20 9:07,Pacific Time (US & Canada),54252,simpylmare55,3/11/20 14:33,3/18/20 15:21,research,CC-BY,https://www.inaturalist.org/observations/39850046,https://inaturalist-open-data.s3.amazonaws.com/photos/63265138/medium.jpeg?1583955226,NA,NA,NA,1,0,FALSE,NA,Effie Yeaw Nature Preserve,178,178,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3119915,38.6169693
40341308,2020/03/19 12:53 PM PDT,3/19/20,3/19/20 14:53,Pacific Time (US & Canada),1341402,cnddb_brian,3/20/20 22:20,3/21/20 12:36,research,NA,https://www.inaturalist.org/observations/40341308,https://static.inaturalist.org/photos/64074059/medium.jpeg?1584759811,NA,NA,NA,1,0,FALSE,NA,"Rancho Cordova, CA, USA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.29544,38.617245
40421857,Sat Mar 21 2020 16:59:20 GMT-0700 (PDT),3/21/20,3/21/20 18:59,Pacific Time (US & Canada),2662136,rick252,3/21/20 19:02,3/21/20 21:41,research,NA,https://www.inaturalist.org/observations/40421857,https://static.inaturalist.org/photos/64166763/medium.jpg?1584835340,NA,NA,NA,1,0,FALSE,3,"Denure Ct, Folsom, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1307856,38.68942729
40988751,2020-03-29 1:43:44 PM PDT,3/29/20,3/29/20 15:43,Pacific Time (US & Canada),1447283,nathanescobedo,3/29/20 15:46,3/30/20 13:04,research,NA,https://www.inaturalist.org/observations/40988751,https://static.inaturalist.org/photos/64993494/medium.jpeg?1585514790,NA,NA,NA,1,0,FALSE,2,"Sacramento, CA 95826, USA",9,9,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4155023,38.55889361
42696932,Mon Apr 20 2020 13:03:17 GMT-0700 (PDT),4/20/20,4/20/20 15:03,Pacific Time (US & Canada),2782498,jenthom12,4/20/20 15:07,4/23/20 19:59,research,CC-BY-NC,https://www.inaturalist.org/observations/42696932,https://inaturalist-open-data.s3.amazonaws.com/photos/67805812/medium.jpg?1587413283,NA,NA,Sacramento River Bike Trail,1,0,FALSE,3,"Sutterville Rd, Sacramento, CA, US",116,116,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.5115598,38.54091696
42923530,Wed Apr 22 2020 14:49:23 GMT-0700 (PDT),4/22/20,4/22/20 16:49,Pacific Time (US & Canada),2777529,bonnieeye,4/22/20 22:21,4/22/20 23:33,research,CC-BY-NC,https://www.inaturalist.org/observations/42923530,https://inaturalist-open-data.s3.amazonaws.com/photos/68157700/medium.jpg?1587612107,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Elk Grove, CA, US",12,12,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4397077,38.2686494
43025504,2020/04/22 7:37 AM PDT,4/22/20,4/22/20 9:37,Pacific Time (US & Canada),757838,rmoger,4/23/20 22:53,4/24/20 18:19,research,NA,https://www.inaturalist.org/observations/43025504,https://static.inaturalist.org/photos/68317078/medium.jpg?1587700377,NA,NA,NA,1,0,FALSE,NA,"2300 Rod Beaudry Dr, Sacramento, CA 95827, USA",189,189,NA,NA,FALSE,NA,NA,Valley Oak,Quercus lobata,valley oak,Plantae,49011,-121.3302371,38.5952521
43137095,Fri Apr 24 2020 09:25:37 GMT-0700 (PDT),4/24/20,4/24/20 11:25,Pacific Time (US & Canada),1546196,jkpanaka,4/24/20 13:32,4/24/20 14:33,research,CC-BY-NC,https://www.inaturalist.org/observations/43137095,https://inaturalist-open-data.s3.amazonaws.com/photos/68477903/medium.jpg?1587753142,NA,NA,NA,1,0,FALSE,3,"Fair Oaks Blvd, Sacramento, CA, US",14,14,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.422325,38.56889667
43442471,Sat Apr 25 2020 13:48:18 GMT-0700 (PDT),4/25/20,4/25/20 15:48,Pacific Time (US & Canada),2836657,gregglori,4/25/20 15:48,11/21/20 21:32,research,CC-BY-NC,https://www.inaturalist.org/observations/43442471,https://inaturalist-open-data.s3.amazonaws.com/photos/68929185/medium.jpg?1587847726,NA,NA,NA,1,0,FALSE,3,"Opera Alley, Sacramento, CA, US",10,10,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4772678,38.56920838
43630833,Sun Apr 26 2020 08:07:07 GMT-0700 (PDT),4/26/20,4/26/20 10:07,Pacific Time (US & Canada),2841507,stevehew,4/26/20 10:07,4/26/20 17:03,research,NA,https://www.inaturalist.org/observations/43630833,https://static.inaturalist.org/photos/69214597/medium.jpg?1587913663,NA,NA,NA,1,0,FALSE,3,"Mann Ct, Folsom, CA, US",4,4,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1531164,38.66049555
43639725,Sun Apr 26 2020 08:39:36 GMT-0700 (PDT),4/26/20,4/26/20 10:39,Pacific Time (US & Canada),1216226,lpadilla,4/26/20 10:39,4/26/20 17:02,research,CC-BY-NC,https://www.inaturalist.org/observations/43639725,https://inaturalist-open-data.s3.amazonaws.com/photos/69227420/medium.jpg?1587915602,NA,NA,NA,1,0,FALSE,3,"Rogue River Dr, Sacramento, CA, US",24,24,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3640925,38.56809373
